ID,SIZE,NAME,DATE
488,527M,ruc1320120203t15_19.tar,20120203
75,420M,ruc1320120204t20_23.tar,20120204
419,523M,ruc1320120204t05_09.tar,20120204
440,524M,ruc1320120204t10_14.tar,20120204
472,526M,ruc1320120204t00_04.tar,20120204
473,526M,ruc1320120204t15_19.tar,20120204
81,421M,ruc1320120205t20_23.tar,20120205
397,522M,ruc1320120205t00_04.tar,20120205
416,523M,ruc1320120205t05_09.tar,20120205
438,524M,ruc1320120205t10_14.tar,20120205
493,528M,ruc1320120205t15_19.tar,20120205
42,414M,ruc1320120206t20_23.tar,20120206
297,514M,ruc1320120206t05_09.tar,20120206
298,514M,ruc1320120206t10_14.tar,20120206
315,516M,ruc1320120206t15_19.tar,20120206
330,518M,ruc1320120206t00_04.tar,20120206
35,410M,ruc1320120207t20_23.tar,20120207
322,517M,ruc1320120207t00_04.tar,20120207
323,517M,ruc1320120207t15_19.tar,20120207
331,518M,ruc1320120207t10_14.tar,20120207
346,519M,ruc1320120207t05_09.tar,20120207
289,512M,ruc1320120208t00_04.tar,20120208
299,514M,ruc1320120208t05_09.tar,20120208
332,518M,ruc1320120208t10_14.tar,20120208
378,521M,ruc1320120208t15_19.tar,20120208
